ethnicity,region,sex,agegrp,qualification,occupation,hours,income
European,Otago,female,30,degree,professional,30,792
European,Christchurch,female,60,vocational,professional,40,949
European,Christchurch,male,35,other,professional,40,1266
European,Nelson,male,50,none,professional,42,3567
European,Auckland,male,40,school,professional,40,1540
European,Auckland,female,45,degree,professional,12,1012
European,Christchurch,male,45,degree,professional,46,921
European,BoP,male,65,vocational,professional,40,1350
European,Auckland,male,35,school,professional,40.5,1694
European,Gisborne,male,50,degree,professional,40,2462
European,Otago,male,30,vocational,professional,44,961
European,Otago,female,30,vocational,professional,40,1502
European,Nelson,male,40,none,professional,40,2166
European,Northland,female,25,vocational,professional,25,938
European,Christchurch,female,40,degree,professional,40,598
European,Manawatu,male,30,degree,professional,20,266
European,Southland,male,50,degree,professional,0,193
European,Manawatu,female,60,degree,professional,53,1734
European,Auckland,female,35,vocational,professional,19,691
European,Auckland,male,50,vocational,professional,50,1604
European,Waikato,female,45,degree,professional,25,789
European,Auckland,female,30,degree,professional,15,2589
European,Nelson,female,45,school,professional,45,1822
European,Auckland,female,45,degree,professional,45,1158
European,Auckland,male,60,degree,professional,0,1381
European,Auckland,male,35,degree,professional,40,1688
European,Auckland,female,25,vocational,professional,15,401
European,Wellington,female,65,degree,professional,14.5,394
European,Auckland,female,35,degree,professional,14,522
European,Otago,female,25,degree,professional,37,1502
European,Wellington,male,45,degree,professional,40,1688
European,Wellington,female,25,vocational,professional,48,1350
European,Otago,male,35,other,professional,43,563
European,Auckland,male,20,degree,professional,15,172
European,Gisborne,female,65,none,professional,50,930
European,Auckland,female,25,degree,professional,39,980
European,Wellington,female,25,degree,professional,20,1953
European,Christchurch,male,60,degree,professional,40,2984
European,Christchurch,male,25,degree,professional,40,648
European,Taranaki,female,25,degree,professional,24,962
European,Auckland,male,55,degree,professional,0,0
European,Auckland,female,25,vocational,professional,40,1530
European,Waikato,female,65,school,professional,23,1736
European,Southland,female,25,vocational,professional,38,1481
European,Auckland,male,50,vocational,professional,0,1036
European,Wellington,female,55,degree,professional,25,513
European,Auckland,male,45,degree,professional,0,1350
European,Southland,female,35,school,professional,26,1030
European,Northland,female,55,degree,professional,0,-3551
European,Otago,female,45,degree,professional,40,831
European,Otago,male,30,school,professional,40,738
European,Auckland,male,30,school,professional,0,1043
European,Wellington,female,35,degree,professional,40,932
European,Christchurch,female,30,degree,professional,40,702
European,Southland,male,50,vocational,professional,40,854
European,Christchurch,female,45,degree,professional,38.5,1151
European,Christchurch,female,40,vocational,professional,60,1013
European,Christchurch,male,55,vocational,professional,42,1640
European,Waikato,female,60,school,professional,36.5,2834
European,Wellington,female,50,degree,professional,5,35
European,Wellington,female,50,degree,professional,40,1783
European,BoP,male,60,degree,professional,56,816
European,Nelson,male,25,vocational,professional,9,915
European,Waikato,male,60,degree,professional,44,1467
European,Wellington,male,45,vocational,professional,24.5,418
European,Otago,male,40,vocational,professional,49.5,1888
European,Gisborne,female,55,degree,professional,30,924
European,Taranaki,female,50,vocational,professional,0,690
European,Nelson,female,55,vocational,professional,33,619
European,Christchurch,male,50,degree,professional,35,1344
European,Christchurch,female,45,degree,professional,35,1256
European,Waikato,female,35,school,professional,30,1355
European,Auckland,female,35,degree,professional,40,1797
European,Manawatu,female,15,school,professional,0,844
European,Manawatu,female,20,degree,professional,40,1650
European,Nelson,female,45,degree,professional,50,2062
European,Nelson,female,30,vocational,professional,57.5,779
European,Auckland,female,40,degree,professional,45,3464
European,Auckland,male,40,degree,professional,5,107
European,Nelson,male,25,vocational,professional,16,277
European,Waikato,female,60,degree,professional,40,1793
European,Wellington,male,25,degree,professional,40,651
European,BoP,male,60,vocational,professional,47,967
European,Otago,male,50,degree,professional,40,2054
European,Wellington,female,25,degree,professional,10.5,1928
European,Auckland,male,35,degree,professional,20,447
European,Auckland,male,60,school,professional,40,1329
European,Auckland,female,50,vocational,professional,0,-22
European,Auckland,male,25,degree,professional,60,678
European,Manawatu,male,40,degree,professional,40,1346
European,Auckland,male,25,degree,professional,40,804
European,Christchurch,male,30,degree,professional,0,2773
European,Nelson,female,45,degree,professional,29,950
European,Northland,female,45,degree,professional,50,1913
European,Otago,male,40,degree,professional,40,1793
European,Christchurch,male,60,vocational,professional,44,2482
European,Auckland,female,25,degree,professional,41.5,531
European,BoP,male,55,vocational,professional,55,1715
European,Auckland,female,30,other,professional,37,1277
European,Manawatu,male,55,vocational,professional,40,810
European,Christchurch,female,35,vocational,professional,26,663
European,Wellington,female,55,vocational,professional,0,207
European,Nelson,female,30,degree,professional,40,1836
European,BoP,male,55,other,professional,21,1114
European,Wellington,female,25,degree,professional,8,181
European,Manawatu,female,65,none,professional,40,690
European,Auckland,female,60,degree,professional,37.5,2039
European,Manawatu,male,40,none,professional,35,1511
European,Waikato,female,50,other,professional,13,489
European,Auckland,male,35,degree,professional,0,283
European,Auckland,female,45,degree,professional,0,345
European,BoP,female,50,vocational,professional,37,1620
European,Auckland,female,40,degree,professional,35.5,965
European,Wellington,female,50,degree,professional,35,1215
European,Wellington,female,45,degree,professional,25,786
European,Christchurch,male,45,degree,professional,32,901
European,Christchurch,female,15,school,professional,40,980
European,Wellington,male,20,degree,professional,40,953
European,Christchurch,male,40,school,professional,40,923
European,Otago,male,40,vocational,professional,50,760
European,Christchurch,female,45,degree,professional,0,-211
European,Auckland,male,35,vocational,professional,50.5,2366
European,Wellington,male,50,school,professional,44,886
European,Auckland,female,20,degree,professional,40,738
European,Nelson,male,50,vocational,professional,0,1583
European,Nelson,male,45,vocational,professional,0,2174
European,Christchurch,female,55,degree,professional,3,87
European,Otago,female,30,degree,professional,50.5,1114
European,Otago,female,40,degree,professional,12.5,1862
European,Wellington,male,25,degree,professional,40,764
European,Christchurch,male,50,school,professional,0,316
European,Waikato,female,50,degree,professional,0,745
European,Auckland,female,45,other,professional,37.5,1248
European,Northland,male,25,vocational,professional,34.5,777
European,Waikato,male,50,degree,professional,55,2367
European,Otago,female,55,vocational,professional,30,729
European,Otago,male,30,degree,professional,30,570
European,Waikato,male,55,degree,professional,40,510
European,Wellington,female,20,degree,professional,45,680
European,Christchurch,male,60,school,professional,40,1036
European,Nelson,female,35,degree,professional,0,2110
European,Gisborne,male,50,other,professional,0,874
European,Waikato,male,40,degree,professional,23,628
European,BoP,male,35,school,professional,50,1187
European,Auckland,female,20,degree,professional,16,2825
European,Auckland,female,35,vocational,professional,45,2110
European,Nelson,female,30,vocational,professional,36,1784
European,Christchurch,female,50,vocational,professional,37.5,853
European,Christchurch,female,55,degree,professional,27,1006
European,Auckland,male,45,degree,professional,0,996
European,Auckland,female,50,degree,professional,38,1313
European,Christchurch,female,45,other,professional,40,1141
European,Christchurch,male,50,none,professional,50,2450
European,Otago,female,60,degree,professional,46,1326
European,Northland,female,65,school,professional,24,728
European,Christchurch,male,40,vocational,professional,0,1415
European,Otago,female,45,degree,professional,4,517
European,Christchurch,male,35,none,professional,0,1276
European,Christchurch,female,40,degree,professional,0,-4
European,Wellington,male,20,degree,professional,57.5,903
European,Auckland,male,25,vocational,professional,4,370
European,Taranaki,male,45,vocational,professional,40,1208
European,Manawatu,female,50,vocational,professional,0,0
European,Nelson,male,60,vocational,professional,57,1673
European,Christchurch,male,20,school,professional,28,400
European,Wellington,female,35,degree,professional,40,1097
European,Auckland,female,25,degree,professional,25,798
European,Auckland,male,25,degree,professional,37,902
European,Christchurch,female,65,school,professional,14,3437
European,Auckland,male,45,other,professional,40,1834
