Country,Region,Life.Expectancy,GDP.per.Capita,Population,Year,Children.per.Woman
Liechtenstein,Europe & Central Asia,,78810.33596,33436, yr 2004,
Lithuania,Europe & Central Asia,72.23,13049.47815,3607899, yr 2004,1.279
Luxembourg,Europe & Central Asia,79.26,67283.43435,462690, yr 2004,1.652
"Macedonia, FYR",Europe & Central Asia,73.669,7113.230096,2040085, yr 2004,1.508
Malta,Europe & Central Asia,79.036,19873.99848,396851, yr 2004,1.367
Moldova,Europe & Central Asia,67.696,2201.643999,4446455, yr 2004,1.484
Monaco,Europe & Central Asia,,38346.2191,32270, yr 2004,
Montenegro,Europe & Central Asia,74.093,,10825900, yr 2004,1.731
Netherlands,Europe & Central Asia,,,, yr 2004,
Ngorno-Karabakh,Europe & Central Asia,,,, yr 2004,
Northern Cyprus,Europe & Central Asia,,,, yr 2004,
Norway,Europe & Central Asia,80.06,46387,4574560, yr 2004,1.831
Poland,Europe & Central Asia,75.02,13146.00686,38580445, yr 2004,1.24
Portugal,Europe & Central Asia,78.32,19942.44358,10524145, yr 2004,1.416
Romania,Europe & Central Asia,71.765,8994.489819,22355551, yr 2004,1.295
Russia,Europe & Central Asia,,11104.68226,143974059, yr 2004,1.31
San Marino,Europe & Central Asia,,41431.58491,28503, yr 2004,
Serbia,Europe & Central Asia,73.456,,, yr 2004,1.685
Serbia and Montenegro,Europe & Central Asia,,,10825900, yr 2004,
Serbia excluding Kosovo,Europe & Central Asia,,,7463157, yr 2004,
Slovak Republic,Europe & Central Asia,74.26,14977.86553,5423567, yr 2004,1.22
Slovenia,Europe & Central Asia,77.28,22113.22127,2011473, yr 2004,1.257
South Ossetia,Europe & Central Asia,,,, yr 2004,
Spain,Europe & Central Asia,80.28,26357.04829,40280780, yr 2004,1.329
Svalbard,Europe & Central Asia,,,2375, yr 2004,
Sweden,Europe & Central Asia,80.67,31074,8986400, yr 2004,1.731
Switzerland,Europe & Central Asia,81.28,34864.09237,7450867, yr 2004,1.421
Tajikistan,Europe & Central Asia,65.156,1353.051607,7011556, yr 2004,3.688
Transnistria,Europe & Central Asia,,,, yr 2004,
Turkey,Europe & Central Asia,71.191,7357.117393,68893918, yr 2004,2.184
Turkmenistan,Europe & Central Asia,64.284,3967.581844,4863169, yr 2004,2.664
Ukraine,Europe & Central Asia,67.73,5400.284939,47309706, yr 2004,1.184
United Kingdom,Europe & Central Asia,79.1,31097.5219,60270708, yr 2004,1.741
USSR,Europe & Central Asia,,,287360520, yr 2004,
Uzbekistan,Europe & Central Asia,67.296,1876.601274,26410416, yr 2004,2.444
Yugoslavia,Europe & Central Asia,,,23719918, yr 2004,
Åland,Europe & Central Asia,,,26530, yr 2004,
American Samoa,East Asia & Pacific,,,57902, yr 2004,
Australia,East Asia & Pacific,81.04,32098.50615,19913144, yr 2004,1.763
Brunei,East Asia & Pacific,76.582,48333.67041,365251, yr 2004,2.212
Cambodia,East Asia & Pacific,58.876,1305.441358,13396361, yr 2004,3.227
China,East Asia & Pacific,72.353,4551.126044,1295733978, yr 2004,1.759
Christmas Island,East Asia & Pacific,,,396, yr 2004,
Cocos Island,East Asia & Pacific,,,629, yr 2004,
Cook Islands,East Asia & Pacific,,17974.4843,21200, yr 2004,
Fiji,East Asia & Pacific,68.112,4205.95635,880874, yr 2004,2.907
French Polynesia,East Asia & Pacific,73.46,25652.8087,266339, yr 2004,2.293
Guam,East Asia & Pacific,74.889,,166090, yr 2004,2.675
"Hong Kong, China",East Asia & Pacific,81.766,33401.64336,6855125, yr 2004,0.984
Indonesia,East Asia & Pacific,69.278,3095.790918,215967000, yr 2004,2.319
Japan,East Asia & Pacific,82.36,29742.04613,127333002, yr 2004,1.283
Kiribati,East Asia & Pacific,,3382.018351,100798, yr 2004,
"Korea, Dem. Rep.",East Asia & Pacific,66.719,1612,22697553, yr 2004,1.89
"Korea, Rep.",East Asia & Pacific,78.157,20443,48426325, yr 2004,1.201
Laos,East Asia & Pacific,,1732.373225,6068117, yr 2004,3.776
"Macao, China",East Asia & Pacific,79.735,35260.86857,445286, yr 2004,0.858
Malaysia,East Asia & Pacific,73.42,11119.90273,23522482, yr 2004,2.768
Marshall Islands,East Asia & Pacific,,6227.956764,57738, yr 2004,
"Micronesia, Fed. Sts.",East Asia & Pacific,67.847,5458.98936,108155, yr 2004,3.921
Mongolia,East Asia & Pacific,65.178,2487.432626,2751314, yr 2004,2.027
Myanmar,East Asia & Pacific,60.434,1175.120226,46520134, yr 2004,2.399
Nauru,East Asia & Pacific,,6947.072427,12809, yr 2004,
New Caledonia,East Asia & Pacific,75.438,32205.65462,213679, yr 2004,2.212
New Zealand,East Asia & Pacific,79.593,24339.44451,3993817, yr 2004,1.969
Niue,East Asia & Pacific,,,, yr 2004,
Norfolk Island,East Asia & Pacific,,,1840, yr 2004,
Northern Mariana Islands,East Asia & Pacific,,,78252, yr 2004,
Palau,East Asia & Pacific,,12397.85294,20016, yr 2004,
Papua New Guinea,East Asia & Pacific,59.59,1728.509788,5420280, yr 2004,4.282
Philippines,East Asia & Pacific,70.783,2847.409537,86241697, yr 2004,3.264
Pitcairn,East Asia & Pacific,,,, yr 2004,
Samoa,East Asia & Pacific,70.512,4667.131311,177714, yr 2004,4.344
Singapore,East Asia & Pacific,79.302,39796.66535,4353893, yr 2004,1.26
Solomon Islands,East Asia & Pacific,64.296,1671.754987,523617, yr 2004,4.217
Taiwan,East Asia & Pacific,77.25,25332,22749838, yr 2004,1.18
Thailand,East Asia & Pacific,68.318,6620.033558,63731437, yr 2004,1.802
Timor-Leste,East Asia & Pacific,59.133,2268.323396,1019252, yr 2004,6.872
Tokelau,East Asia & Pacific,,,, yr 2004,
Tonga,East Asia & Pacific,71.296,5270.861416,110237, yr 2004,4.172
Tuvalu,East Asia & Pacific,,4807.984603,11468, yr 2004,
Wallis et Futuna,East Asia & Pacific,,,15880, yr 2004,
Venezuela,America,,9121.430347,25017387, yr 2004,2.665
West Germany,Europe & Central Asia,,,, yr 2004,
Western Sahara,Middle East & North Africa,64.537,,267405, yr 2004,2.891
Vietnam,East Asia & Pacific,73.561,1996.869216,82662800, yr 2004,2.184
Virgin Islands (U.S.),America,,,, yr 2004,
Vanuatu,East Asia & Pacific,68.916,3340.513313,202609, yr 2004,4.219
"Korea, United",East Asia & Pacific,,,71123878, yr 2004,
Angola,Sub-Saharan Africa,47.061,5228.739676,12707546,yr 2008,5.761
Benin,Sub-Saharan Africa,61.466,1459.067778,8294941,yr 2008,5.449
Botswana,Sub-Saharan Africa,54.401,13240.06152,1638393,yr 2008,2.865
Burkina Faso,Sub-Saharan Africa,53.06,1223.523964,14761339,yr 2008,5.906
Burundi,Sub-Saharan Africa,50.51,450.5418874,8691005,yr 2008,4.587
Cameroon,Sub-Saharan Africa,51.1,2013.827097,18054929,yr 2008,4.622
Cape Verde,Sub-Saharan Africa,71.401,3384.722444,426113,yr 2008,2.734
Central African Rep.,Sub-Saharan Africa,47.005,698.3602932,4434873,yr 2008,4.8
Chad,Sub-Saharan Africa,48.763,1622.411827,10541156,yr 2008,6.164
Comoros,Sub-Saharan Africa,65.359,1026.025345,731281,yr 2008,3.952
"Congo, Dem. Rep.",Sub-Saharan Africa,47.681,359.3812602,66604314,yr 2008,6.029
"Congo, Rep.",Sub-Saharan Africa,53.589,3668.406773,3903318,yr 2008,4.366
Cote d'Ivoire,Sub-Saharan Africa,57.341,1509.237866,18373060,yr 2008,4.604
Equatorial Guinea,Sub-Saharan Africa,50.253,14988.8511,562339,yr 2008,5.338
Eritrea,Sub-Saharan Africa,59.624,,,yr 2008,4.631
Eritrea and Ethiopia,Sub-Saharan Africa,57.424,,83282565,yr 2008,
Ethiopia,Sub-Saharan Africa,55.224,757.8780215,78254090,yr 2008,5.319
Gabon,Sub-Saharan Africa,60.46,13075.40354,1484149,yr 2008,3.309
Gambia,Sub-Saharan Africa,55.949,807.9248928,1735464,yr 2008,5.054
Ghana,Sub-Saharan Africa,56.624,1370.142529,23336661,yr 2008,4.275
Guinea,Sub-Saharan Africa,60.98,1905.498081,5921144,yr 2008,4.069
Guinea-Bissau,Sub-Saharan Africa,47.84,564.5994735,1502442,yr 2008,5.705
Kenya,Sub-Saharan Africa,54.295,1488.419422,36529155,yr 2008,4.918
Lesotho,Sub-Saharan Africa,45.219,1527.283713,2002749,yr 2008,3.332
Liberia,Sub-Saharan Africa,58.307,476.199415,3332483,yr 2008,5.102
Madagascar,Sub-Saharan Africa,60.357,1088.444379,19757525,yr 2008,4.722
Malawi,Sub-Saharan Africa,53.122,818.3813787,13647273,yr 2008,5.548
Mali,Sub-Saharan Africa,48.463,1112.705735,12360306,yr 2008,5.458
Mauritania,Sub-Saharan Africa,56.749,1838.061959,3364940,yr 2008,4.474
Mauritius,Sub-Saharan Africa,72.104,11330.29795,1260781,yr 2008,1.788
Mayotte,Sub-Saharan Africa,75.85,,216334,yr 2008,
Mozambique,Sub-Saharan Africa,47.944,852.4280998,20203186,yr 2008,5.064
Namibia,Sub-Saharan Africa,61.153,5029.662061,2063927,yr 2008,3.361
Niger,Sub-Saharan Africa,51.397,,,yr 2008,
Nigeria,Sub-Saharan Africa,47.931,2100.105751,138283240,yr 2008,5.267
Reunion,Sub-Saharan Africa,76.519,,808506,yr 2008,2.433
Rwanda,Sub-Saharan Africa,50.231,975.7544953,9077425,yr 2008,5.407
Saint Helena,Sub-Saharan Africa,,,7581,yr 2008,
Sao Tome and Principe,Sub-Saharan Africa,65.627,1664.30239,205901,yr 2008,3.808
Senegal,Sub-Saharan Africa,55.616,1714.353603,12548243,yr 2008,4.98
Seychelles,Sub-Saharan Africa,,16532.03678,82247,yr 2008,
Sierra Leone,Sub-Saharan Africa,47.632,881.4815331,6286617,yr 2008,5.204
Somalia,Sub-Saharan Africa,49.86,943.0354535,9379907,yr 2008,6.389
Somaliland,Sub-Saharan Africa,,,,yr 2008,
South Africa,Sub-Saharan Africa,51.559,9428.788272,43786115,yr 2008,2.54
Sudan,Sub-Saharan Africa,58.16,2727.557033,43354411,yr 2008,4.17
Swaziland,Sub-Saharan Africa,45.797,4726.057339,1128814,yr 2008,3.53
Tanzania,Sub-Saharan Africa,55.702,1180.237778,,yr 2008,5.561
Togo,Sub-Saharan Africa,62.569,888.4132955,5858673,yr 2008,4.259
Uganda,Sub-Saharan Africa,52.73,1163.63919,30214531,yr 2008,6.339
Zambia,Sub-Saharan Africa,45.467,1382.471634,11993403,yr 2008,5.826
Zimbabwe,Sub-Saharan Africa,44.491,426.615023,12382920,yr 2008,3.429
Afghanistan,South Asia,43.943,1019.357614,32738376,yr 2008,6.601
Bangladesh,South Asia,66.139,1441,153546901,yr 2008,2.338
Bhutan,South Asia,66.048,4670.966656,2376680,yr 2008,2.642
India,South Asia,63.675,2622,1125368288,yr 2008,2.738
Maldives,South Asia,71.522,5240.392578,379174,yr 2008,2.024
Nepal,South Asia,66.743,1181.58945,29519114,yr 2008,2.902
Pakistan,South Asia,66.52,2598,172730891,yr 2008,3.955
Sri Lanka,South Asia,74.099,4142.529997,20532150,yr 2008,2.326
Algeria,Middle East & North Africa,72.44,6175.098679,33739635,yr 2008,2.363
Bahrain,Middle East & North Africa,75.727,31391.38419,718306,yr 2008,2.271
Djibouti,Middle East & North Africa,55.421,2125.610608,506221,yr 2008,3.896
Egypt,Middle East & North Africa,,5763.032468,81635832,yr 2008,2.861
Iran,Middle East & North Africa,,11725.8699,70240086,yr 2008,1.812
Iraq,Middle East & North Africa,67.855,3467.119825,28221181,yr 2008,4.052
Israel,Middle East & North Africa,80.836,25839.307,6500389,yr 2008,2.786
Jordan,Middle East & North Africa,72.65,5086.647076,6198677,yr 2008,3.082
Kuwait,Middle East & North Africa,77.657,44783.08069,2596799,yr 2008,2.168
Lebanon,Middle East & North Africa,72.075,11864.37832,3967467,yr 2008,1.849
Libya,Middle East & North Africa,74.061,12079.02326,6173579,yr 2008,2.695
Morocco,Middle East & North Africa,71.312,3990.752803,34272968,yr 2008,2.354
Oman,Middle East & North Africa,75.718,22789.62223,3309440,yr 2008,3.045
Qatar,Middle East & North Africa,75.645,75474.32344,928635,yr 2008,2.413
Saudi Arabia,Middle East & North Africa,72.882,21635.15043,28161417,yr 2008,3.124
Syria,Middle East & North Africa,,4318.888559,19747586,yr 2008,3.245
Tunisia,Middle East & North Africa,73.98,7356.745618,10378140,yr 2008,1.848
United Arab Emirates,Middle East & North Africa,77.446,34981.21557,2682747,yr 2008,1.943
West Bank and Gaza,Middle East & North Africa,73.537,3084.559622,4149173,yr 2008,
"Yemen, Rep.",Middle East & North Africa,62.93,2295.804203,22993911,yr 2008,5.224
Yemen Arab Republic (Former),Middle East & North Africa,,,,yr 2008,
Yemen Democratic (Former),Middle East & North Africa,,,,yr 2008,
Anguilla,America,,30376.81862,13854,yr 2008,
Antigua and Barbuda,America,,17258.20567,69842,yr 2008,
Argentina,America,75.335,13515.17648,40677348,yr 2008,2.239
Aruba,America,74.769,25351.08695,72480,yr 2008,1.734
Bahamas,America,73.602,22828.21948,307451,yr 2008,2.008
Barbados,America,77.278,16783.84926,281968,yr 2008,1.529
Belize,America,76.33,7297.772943,301022,yr 2008,2.902
Bermuda,America,,79925.26971,66536,yr 2008,
Bolivia,America,65.682,3956.396687,9247816,yr 2008,3.459
Brazil,America,72.439,9682.003313,191908598,yr 2008,1.88
British Virgin Islands,America,,46435.76986,24004,yr 2008,
Canada,America,80.743,35950.07587,33679263,yr 2008,1.568
Cayman Islands,America,,50744.35477,47762,yr 2008,
Chile,America,78.561,13474.41392,16432536,yr 2008,1.934
Colombia,America,72.957,7168.145985,44858264,yr 2008,2.429
Costa Rica,America,78.858,9840.791275,4191948,yr 2008,1.964
Cuba,America,78.668,9277.961807,11449006,yr 2008,1.51
Dominica,America,,,,yr 2008,
Dominican Rep.,America,,6261.834797,9456632,yr 2008,2.649
Ecuador,America,75.116,7108.360679,13927650,yr 2008,2.555
El Salvador,America,71.503,5894.668506,7057131,yr 2008,2.321
Falkland Islands (Malvinas),America,,,,yr 2008,
French Guiana,America,76.003,,206941,yr 2008,3.243
Grenada,America,75.454,9558.519163,90303,yr 2008,2.282
Guadeloupe,America,79.147,,460486,yr 2008,2.101
Guatemala,America,70.325,5261.461724,12851647,yr 2008,4.108
Guyana,America,66.968,3667.371863,770794,yr 2008,2.323
Haiti,America,61.262,1185.23913,8704413,yr 2008,3.5
Honduras,America,72.198,3615.085994,7639327,yr 2008,3.263
Jamaica,America,71.894,7261.390187,2801544,yr 2008,2.386
Martinique,America,79.634,,442119,yr 2008,1.908
Mexico,America,76.234,12135.3305,109955400,yr 2008,2.19
Montserrat,America,,11973.01951,9638,yr 2008,
Netherlands Antilles,America,76.234,23178.37422,225168,yr 2008,1.974
Nicaragua,America,73.086,2688.73596,5780586,yr 2008,2.721
Panama,America,75.653,10733.82778,3292693,yr 2008,2.546
Paraguay,America,71.877,4332.383636,6829969,yr 2008,3.047
Peru,America,73.248,7912.558678,29041593,yr 2008,2.572
Puerto Rico,America,78.837,18970.50999,3957169,yr 2008,1.825
Saint Barthélemy,America,,,,yr 2008,
Saint Martin,America,,,29376,yr 2008,
Saint-Pierre-et-Miquelon,America,,,7044,yr 2008,
Saint Kitts and Nevis,America,,14516.17253,39619,yr 2008,
Saint Lucia,America,73.808,9637.063676,172884,yr 2008,2.014
Saint Vincent and the Grenadines,America,71.645,7780.891913,118432,yr 2008,2.116
Suriname,America,68.956,8091.79946,440486,yr 2008,2.401
Trinidad and Tobago,America,69.462,18511.09416,1047366,yr 2008,1.636
Turks and Caicos Islands,America,,43171.66212,22336,yr 2008,
United States,America,79.265,42656.49271,303824646,yr 2008,2.083
Uruguay,America,76.312,11178.99036,3462531,yr 2008,2.106
Abkhazia,Europe & Central Asia,,,,yr 2008,
Akrotiri and Dhekelia,Europe & Central Asia,,,15700,yr 2008,
Albania,Europe & Central Asia,76.616,6399.806048,3619778,yr 2008,1.858
Andorra,Europe & Central Asia,,41350.39118,72413,yr 2008,
Armenia,Europe & Central Asia,73.821,5338.643924,2968586,yr 2008,1.739
Austria,Europe & Central Asia,80.51,37032.75874,8205533,yr 2008,1.385
Azerbaijan,Europe & Central Asia,70.328,8381.634532,8079043,yr 2008,2.142
Belarus,Europe & Central Asia,69.194,11322.2739,10287955,yr 2008,1.275
Belgium,Europe & Central Asia,79.777,33490.46601,10403951,yr 2008,1.77
Bosnia and Herzegovina,Europe & Central Asia,75.199,7619.54059,4590310,yr 2008,1.209
Bulgaria,Europe & Central Asia,73.317,11357.62561,7262675,yr 2008,1.41
Channel Islands,Europe & Central Asia,79.157,,157259,yr 2008,1.419
Croatia,Europe & Central Asia,76.266,14981.176,4491543,yr 2008,1.424
Cyprus,Europe & Central Asia,79.737,,,yr 2008,1.515
Czech Rep.,Europe & Central Asia,,23121.35462,10220911,yr 2008,1.415
Czechoslovakia,Europe & Central Asia,,,15676318,yr 2008,
Denmark,Europe & Central Asia,78.408,34636.3942,5484723,yr 2008,1.8923
East Germany,Europe & Central Asia,,,16384470,yr 2008,
Estonia,Europe & Central Asia,73.23,18993.58535,1307605,yr 2008,1.652
Faeroe Islands,Europe & Central Asia,,,47770,yr 2008,
Finland,Europe & Central Asia,79.699,33339.32345,5244749,yr 2008,1.85
France,Europe & Central Asia,81.254,30598.36825,61279972,yr 2008,1.889
Georgia,Europe & Central Asia,71.721,4345.664578,4630841,yr 2008,1.577
Germany,Europe & Central Asia,80.06,,65794308,yr 2008,1.325
Gibraltar,Europe & Central Asia,,,28002,yr 2008,
Greece,Europe & Central Asia,79.299,28242.03875,10722816,yr 2008,1.374
Greenland,Europe & Central Asia,,37522.79413,56326,yr 2008,
Guernsey,Europe & Central Asia,,,65726,yr 2008,
Holy See,Europe & Central Asia,,,,yr 2008,
Hungary,Europe & Central Asia,73.48,18068.58193,9930915,yr 2008,1.355
Iceland,Europe & Central Asia,81.846,37782.95433,304367,yr 2008,2.089
Ireland,Europe & Central Asia,79.94,38533.87689,4156119,yr 2008,1.958
Isle of Man,Europe & Central Asia,,,76220,yr 2008,
Italy,Europe & Central Asia,81.236,27753.80126,58145321,yr 2008,1.376
Jersey,Europe & Central Asia,,,91533,yr 2008,
Kazakhstan,Europe & Central Asia,65.034,10500.47447,15340533,yr 2008,2.286
Kosovo,Europe & Central Asia,,,7445215,yr 2008,
Kyrgyzstan,Europe & Central Asia,,2027.649066,5356869,yr 2008,2.528
Latvia,Europe & Central Asia,72.518,15816.35927,2245423,yr 2008,1.403
Liechtenstein,Europe & Central Asia,,91111.08013,34498,yr 2008,
Lithuania,Europe & Central Asia,71.84,17432.2521,3565205,yr 2008,1.345
Luxembourg,Europe & Central Asia,79.563,74985.90966,486006,yr 2008,1.66
"Macedonia, FYR",Europe & Central Asia,74.253,8449.032479,2061315,yr 2008,1.438
Malta,Europe & Central Asia,79.765,21934.71079,403532,yr 2008,1.255
Moldova,Europe & Central Asia,68.527,2769.370343,4496774,yr 2008,1.495
Monaco,Europe & Central Asia,,50910.66126,32796,yr 2008,
Montenegro,Europe & Central Asia,74.154,,10837664,yr 2008,1.642
Netherlands,Europe & Central Asia,,,,yr 2008,
Ngorno-Karabakh,Europe & Central Asia,,,,yr 2008,
Northern Cyprus,Europe & Central Asia,,,,yr 2008,
Norway,Europe & Central Asia,80.672,49221,4644457,yr 2008,1.883
Poland,Europe & Central Asia,75.678,16185.03806,38500696,yr 2008,1.259
Portugal,Europe & Central Asia,78.771,20496.23799,10676910,yr 2008,1.381
Romania,Europe & Central Asia,72.759,11662.13999,22246862,yr 2008,1.318
Russia,Europe & Central Asia,,14730.01577,141844355,yr 2008,1.375
San Marino,Europe & Central Asia,,44176.41909,29973,yr 2008,
Serbia,Europe & Central Asia,74.084,,,yr 2008,1.62
Serbia and Montenegro,Europe & Central Asia,,,10837664,yr 2008,
Serbia excluding Kosovo,Europe & Central Asia,,,7445215,yr 2008,
Slovak Republic,Europe & Central Asia,74.88,20143.88492,5455407,yr 2008,1.278
Slovenia,Europe & Central Asia,78.414,26779.28,2007711,yr 2008,1.366
South Ossetia,Europe & Central Asia,,,,yr 2008,
Spain,Europe & Central Asia,80.935,28159.21005,40491051,yr 2008,1.441
Svalbard,Europe & Central Asia,,,2165,yr 2008,
Sweden,Europe & Central Asia,80.973,33634,9045389,yr 2008,1.86
Switzerland,Europe & Central Asia,81.898,38623.12863,7581520,yr 2008,1.451
Tajikistan,Europe & Central Asia,66.776,1727.333116,7653394,yr 2008,3.414
Transnistria,Europe & Central Asia,,,,yr 2008,
Turkey,Europe & Central Asia,71.898,8547.687629,71892807,yr 2008,2.114
Turkmenistan,Europe & Central Asia,64.825,5563.047711,5232077,yr 2008,2.475
Ukraine,Europe & Central Asia,68.306,6716.384501,46170273,yr 2008,1.324
United Kingdom,Europe & Central Asia,79.499,32875.3445,60943912,yr 2008,1.839
USSR,Europe & Central Asia,,,287447373,yr 2008,
Uzbekistan,Europe & Central Asia,67.789,2424.231216,28268440,yr 2008,2.274
Yugoslavia,Europe & Central Asia,,,23988543,yr 2008,
Åland,Europe & Central Asia,,,,yr 2008,
American Samoa,East Asia & Pacific,,,57496,yr 2008,
Australia,East Asia & Pacific,81.567,34239.63278,20600856,yr 2008,1.83
Brunei,East Asia & Pacific,77.188,45859.74655,393551,yr 2008,2.081
